name,description,schema,source
get_issue,Get details of a specific issue in a GitHub repository.,"{""properties"": {""issue_number"": {""description"": ""The number of the issue"", ""type"": ""number""}, ""owner"": {""description"": ""The owner of the repository"", ""type"": ""string""}, ""repo"": {""description"": ""The name of the repository"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""issue_number""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
get_issue_comments,Get comments for a specific issue in a GitHub repository.,"{""properties"": {""issue_number"": {""description"": ""Issue number"", ""type"": ""number""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""page"": {""description"": ""Page number"", ""type"": ""number""}, ""per_page"": {""description"": ""Number of records per page"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""issue_number""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
get_me,"Get details of the authenticated GitHub user. Use this when a request includes ""me"", ""my"". The output will not change unless the user changes their profile, so only call this once.","{""properties"": {""reason"": {""description"": ""Optional: the reason for requesting the user information"", ""type"": ""string""}}, ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
get_notification_details,"Get detailed information for a specific GitHub notification, always call this tool when the user asks for details about a specific notification, if you don't know the ID list notifications first.","{""properties"": {""notificationID"": {""description"": ""The ID of the notification"", ""type"": ""string""}}, ""required"": [""notificationID""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
get_pull_request,Get details of a specific pull request in a GitHub repository.,"{""properties"": {""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
get_pull_request_comments,Get comments for a specific pull request.,"{""properties"": {""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
get_pull_request_diff,Get the diff of a pull request.,"{""properties"": {""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
get_pull_request_files,Get the files changed in a specific pull request.,"{""properties"": {""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
get_pull_request_reviews,Get reviews for a specific pull request.,"{""properties"": {""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
get_pull_request_status,Get the status of a specific pull request.,"{""properties"": {""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
get_secret_scanning_alert,Get details of a specific secret scanning alert in a GitHub repository.,"{""properties"": {""alertNumber"": {""description"": ""The number of the alert."", ""type"": ""number""}, ""owner"": {""description"": ""The owner of the repository."", ""type"": ""string""}, ""repo"": {""description"": ""The name of the repository."", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""alertNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
get_tag,Get details about a specific git tag in a GitHub repository,"{""properties"": {""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}, ""tag"": {""description"": ""Tag name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""tag""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
list_branches,List branches in a GitHub repository,"{""properties"": {""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""page"": {""description"": ""Page number for pagination (min 1)"", ""minimum"": 1, ""type"": ""number""}, ""perPage"": {""description"": ""Results per page for pagination (min 1, max 100)"", ""maximum"": 100, ""minimum"": 1, ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
list_code_scanning_alerts,List code scanning alerts in a GitHub repository.,"{""properties"": {""owner"": {""description"": ""The owner of the repository."", ""type"": ""string""}, ""ref"": {""description"": ""The Git reference for the results you want to list."", ""type"": ""string""}, ""repo"": {""description"": ""The name of the repository."", ""type"": ""string""}, ""severity"": {""description"": ""Filter code scanning alerts by severity"", ""enum"": [""critical"", ""high"", ""medium"", ""low"", ""warning"", ""note"", ""error""], ""type"": ""string""}, ""state"": {""default"": ""open"", ""description"": ""Filter code scanning alerts by state. Defaults to open"", ""enum"": [""open"", ""closed"", ""dismissed"", ""fixed""], ""type"": ""string""}, ""tool_name"": {""description"": ""The name of the tool used for code scanning."", ""type"": ""string""}}, ""required"": [""owner"", ""repo""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
list_commits,Get list of commits of a branch in a GitHub repository,"{""properties"": {""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""page"": {""description"": ""Page number for pagination (min 1)"", ""minimum"": 1, ""type"": ""number""}, ""perPage"": {""description"": ""Results per page for pagination (min 1, max 100)"", ""maximum"": 100, ""minimum"": 1, ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}, ""sha"": {""description"": ""SHA or Branch name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
list_issues,List issues in a GitHub repository.,"{""properties"": {""direction"": {""description"": ""Sort direction"", ""enum"": [""asc"", ""desc""], ""type"": ""string""}, ""labels"": {""description"": ""Filter by labels"", ""items"": {""type"": ""string""}, ""type"": ""array""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""page"": {""description"": ""Page number for pagination (min 1)"", ""minimum"": 1, ""type"": ""number""}, ""perPage"": {""description"": ""Results per page for pagination (min 1, max 100)"", ""maximum"": 100, ""minimum"": 1, ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}, ""since"": {""description"": ""Filter by date (ISO 8601 timestamp)"", ""type"": ""string""}, ""sort"": {""description"": ""Sort order"", ""enum"": [""created"", ""updated"", ""comments""], ""type"": ""string""}, ""state"": {""description"": ""Filter by state"", ""enum"": [""open"", ""closed"", ""all""], ""type"": ""string""}}, ""required"": [""owner"", ""repo""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
list_notifications,"Lists all GitHub notifications for the authenticated user, including unread notifications, mentions, review requests, assignments, and updates on issues or pull requests. Use this tool whenever the user asks what to work on next, requests a summary of their GitHub activity, wants to see pending reviews, or needs to check for new updates or tasks. This tool is the primary way to discover actionable items, reminders, and outstanding work on GitHub. Always call this tool when asked what to work on next, what is pending, or what needs attention in GitHub.","{""properties"": {""before"": {""description"": ""Only show notifications updated before the given time (ISO 8601 format)"", ""type"": ""string""}, ""filter"": {""description"": ""Filter notifications to, use default unless specified. Read notifications are ones that have already been acknowledged by the user. Participating notifications are those that the user is directly involved in, such as issues or pull requests they have commented on or created."", ""enum"": [""default"", ""include_read_notifications"", ""only_participating""], ""type"": ""string""}, ""owner"": {""description"": ""Optional repository owner. If provided with repo, only notifications for this repository are listed."", ""type"": ""string""}, ""page"": {""description"": ""Page number for pagination (min 1)"", ""minimum"": 1, ""type"": ""number""}, ""perPage"": {""description"": ""Results per page for pagination (min 1, max 100)"", ""maximum"": 100, ""minimum"": 1, ""type"": ""number""}, ""repo"": {""description"": ""Optional repository name. If provided with owner, only notifications for this repository are listed."", ""type"": ""string""}, ""since"": {""description"": ""Only show notifications updated after the given time (ISO 8601 format)"", ""type"": ""string""}}, ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
list_pull_requests,List pull requests in a GitHub repository.,"{""properties"": {""base"": {""description"": ""Filter by base branch"", ""type"": ""string""}, ""direction"": {""description"": ""Sort direction"", ""enum"": [""asc"", ""desc""], ""type"": ""string""}, ""head"": {""description"": ""Filter by head user/org and branch"", ""type"": ""string""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""page"": {""description"": ""Page number for pagination (min 1)"", ""minimum"": 1, ""type"": ""number""}, ""perPage"": {""description"": ""Results per page for pagination (min 1, max 100)"", ""maximum"": 100, ""minimum"": 1, ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}, ""sort"": {""description"": ""Sort by"", ""enum"": [""created"", ""updated"", ""popularity"", ""long-running""], ""type"": ""string""}, ""state"": {""description"": ""Filter by state"", ""enum"": [""open"", ""closed"", ""all""], ""type"": ""string""}}, ""required"": [""owner"", ""repo""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
list_secret_scanning_alerts,List secret scanning alerts in a GitHub repository.,"{""properties"": {""owner"": {""description"": ""The owner of the repository."", ""type"": ""string""}, ""repo"": {""description"": ""The name of the repository."", ""type"": ""string""}, ""resolution"": {""description"": ""Filter by resolution"", ""enum"": [""false_positive"", ""wont_fix"", ""revoked"", ""pattern_edited"", ""pattern_deleted"", ""used_in_tests""], ""type"": ""string""}, ""secret_type"": {""description"": ""A comma-separated list of secret types to return. All default secret patterns are returned. To return generic patterns, pass the token name(s) in the parameter."", ""type"": ""string""}, ""state"": {""description"": ""Filter by state"", ""enum"": [""open"", ""resolved""], ""type"": ""string""}}, ""required"": [""owner"", ""repo""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
list_tags,List git tags in a GitHub repository,"{""properties"": {""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""page"": {""description"": ""Page number for pagination (min 1)"", ""minimum"": 1, ""type"": ""number""}, ""perPage"": {""description"": ""Results per page for pagination (min 1, max 100)"", ""maximum"": 100, ""minimum"": 1, ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
manage_notification_subscription,"Manage a notification subscription: ignore, watch, or delete a notification thread subscription.","{""properties"": {""action"": {""description"": ""Action to perform: ignore, watch, or delete the notification subscription."", ""enum"": [""ignore"", ""watch"", ""delete""], ""type"": ""string""}, ""notificationID"": {""description"": ""The ID of the notification thread."", ""type"": ""string""}}, ""required"": [""notificationID"", ""action""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
manage_repository_notification_subscription,"Manage a repository notification subscription: ignore, watch, or delete repository notifications subscription for the provided repository.","{""properties"": {""action"": {""description"": ""Action to perform: ignore, watch, or delete the repository notification subscription."", ""enum"": [""ignore"", ""watch"", ""delete""], ""type"": ""string""}, ""owner"": {""description"": ""The account owner of the repository."", ""type"": ""string""}, ""repo"": {""description"": ""The name of the repository."", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""action""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
mark_all_notifications_read,Mark all notifications as read,"{""properties"": {""lastReadAt"": {""description"": ""Describes the last point that notifications were checked (optional). Default: Now"", ""type"": ""string""}, ""owner"": {""description"": ""Optional repository owner. If provided with repo, only notifications for this repository are marked as read."", ""type"": ""string""}, ""repo"": {""description"": ""Optional repository name. If provided with owner, only notifications for this repository are marked as read."", ""type"": ""string""}}, ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
merge_pull_request,Merge a pull request in a GitHub repository.,"{""properties"": {""commit_message"": {""description"": ""Extra detail for merge commit"", ""type"": ""string""}, ""commit_title"": {""description"": ""Title for merge commit"", ""type"": ""string""}, ""merge_method"": {""description"": ""Merge method"", ""enum"": [""merge"", ""squash"", ""rebase""], ""type"": ""string""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
push_files,Push multiple files to a GitHub repository in a single commit,"{""properties"": {""branch"": {""description"": ""Branch to push to"", ""type"": ""string""}, ""files"": {""description"": ""Array of file objects to push, each object with path (string) and content (string)"", ""items"": {""additionalProperties"": false, ""properties"": {""content"": {""description"": ""file content"", ""type"": ""string""}, ""path"": {""description"": ""path to the file"", ""type"": ""string""}}, ""required"": [""path"", ""content""], ""type"": ""object""}, ""type"": ""array""}, ""message"": {""description"": ""Commit message"", ""type"": ""string""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""branch"", ""files"", ""message""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
request_copilot_review,"Request a GitHub Copilot code review for a pull request. Use this for automated feedback on pull requests, usually before requesting a human reviewer.","{""properties"": {""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
search_code,Search for code across GitHub repositories,"{""properties"": {""order"": {""description"": ""Sort order"", ""enum"": [""asc"", ""desc""], ""type"": ""string""}, ""page"": {""description"": ""Page number for pagination (min 1)"", ""minimum"": 1, ""type"": ""number""}, ""perPage"": {""description"": ""Results per page for pagination (min 1, max 100)"", ""maximum"": 100, ""minimum"": 1, ""type"": ""number""}, ""q"": {""description"": ""Search query using GitHub code search syntax"", ""type"": ""string""}, ""sort"": {""description"": ""Sort field ('indexed' only)"", ""type"": ""string""}}, ""required"": [""q""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
search_issues,Search for issues in GitHub repositories.,"{""properties"": {""order"": {""description"": ""Sort order"", ""enum"": [""asc"", ""desc""], ""type"": ""string""}, ""page"": {""description"": ""Page number for pagination (min 1)"", ""minimum"": 1, ""type"": ""number""}, ""perPage"": {""description"": ""Results per page for pagination (min 1, max 100)"", ""maximum"": 100, ""minimum"": 1, ""type"": ""number""}, ""q"": {""description"": ""Search query using GitHub issues search syntax"", ""type"": ""string""}, ""sort"": {""description"": ""Sort field by number of matches of categories, defaults to best match"", ""enum"": [""comments"", ""reactions"", ""reactions-+1"", ""reactions--1"", ""reactions-smile"", ""reactions-thinking_face"", ""reactions-heart"", ""reactions-tada"", ""interactions"", ""created"", ""updated""], ""type"": ""string""}}, ""required"": [""q""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
search_repositories,Search for GitHub repositories,"{""properties"": {""page"": {""description"": ""Page number for pagination (min 1)"", ""minimum"": 1, ""type"": ""number""}, ""perPage"": {""description"": ""Results per page for pagination (min 1, max 100)"", ""maximum"": 100, ""minimum"": 1, ""type"": ""number""}, ""query"": {""description"": ""Search query"", ""type"": ""string""}}, ""required"": [""query""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
search_users,Search for GitHub users,"{""properties"": {""order"": {""description"": ""Sort order"", ""enum"": [""asc"", ""desc""], ""type"": ""string""}, ""page"": {""description"": ""Page number for pagination (min 1)"", ""minimum"": 1, ""type"": ""number""}, ""perPage"": {""description"": ""Results per page for pagination (min 1, max 100)"", ""maximum"": 100, ""minimum"": 1, ""type"": ""number""}, ""q"": {""description"": ""Search query using GitHub users search syntax"", ""type"": ""string""}, ""sort"": {""description"": ""Sort field by category"", ""enum"": [""followers"", ""repositories"", ""joined""], ""type"": ""string""}}, ""required"": [""q""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
submit_pending_pull_request_review,"Submit the requester's latest pending pull request review, normally this is a final step after creating a pending review, adding comments first, unless you know that the user already did the first two steps, you should check before calling this.","{""properties"": {""body"": {""description"": ""The text of the review comment"", ""type"": ""string""}, ""event"": {""description"": ""The event to perform"", ""enum"": [""APPROVE"", ""REQUEST_CHANGES"", ""COMMENT""], ""type"": ""string""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber"", ""event""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
update_issue,Update an existing issue in a GitHub repository.,"{""properties"": {""assignees"": {""description"": ""New assignees"", ""items"": {""type"": ""string""}, ""type"": ""array""}, ""body"": {""description"": ""New description"", ""type"": ""string""}, ""issue_number"": {""description"": ""Issue number to update"", ""type"": ""number""}, ""labels"": {""description"": ""New labels"", ""items"": {""type"": ""string""}, ""type"": ""array""}, ""milestone"": {""description"": ""New milestone number"", ""type"": ""number""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}, ""state"": {""description"": ""New state"", ""enum"": [""open"", ""closed""], ""type"": ""string""}, ""title"": {""description"": ""New title"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""issue_number""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
update_pull_request,Update an existing pull request in a GitHub repository.,"{""properties"": {""base"": {""description"": ""New base branch name"", ""type"": ""string""}, ""body"": {""description"": ""New description"", ""type"": ""string""}, ""maintainer_can_modify"": {""description"": ""Allow maintainer edits"", ""type"": ""boolean""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number to update"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}, ""state"": {""description"": ""New state"", ""enum"": [""open"", ""closed""], ""type"": ""string""}, ""title"": {""description"": ""New title"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
update_pull_request_branch,Update the branch of a pull request with the latest changes from the base branch.,"{""properties"": {""expectedHeadSha"": {""description"": ""The expected SHA of the pull request's HEAD ref"", ""type"": ""string""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
atlassianUserInfo,Get current user info from Atlassian,"{""type"": ""object"", ""properties"": {}, ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
getAccessibleAtlassianResources,Get cloudid to construct API calls to Atlassian REST APIs,"{""type"": ""object"", ""properties"": {}, ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
getConfluenceSpaces,Get spaces from Confluence,"{""type"": ""object"", ""properties"": {""cloudId"": {""type"": ""string"", ""description"": ""Unique identifier for an Atlassian Cloud instance in the form of a UUID. Can also be a site URL. If not working, use the 'getAccessibleAtlassianResources' tool to find accessible Cloud IDs.""}, ""ids"": {""anyOf"": [{""type"": ""string""}, {""type"": ""array"", ""items"": {""type"": ""number""}}]}, ""keys"": {""anyOf"": [{""type"": ""string""}, {""type"": ""array"", ""items"": {""type"": ""string""}}]}, ""type"": {""type"": ""string"", ""enum"": [""global"", ""collaboration"", ""knowledge_base"", ""personal""]}, ""status"": {""type"": ""string"", ""enum"": [""current"", ""archived""]}, ""labels"": {""anyOf"": [{""type"": ""string""}, {""type"": ""array"", ""items"": {""type"": ""string""}}]}, ""favoritedBy"": {""type"": ""string""}, ""notFavoritedBy"": {""type"": ""string""}, ""sort"": {""type"": ""string""}, ""descriptionFormat"": {""type"": ""string"", ""enum"": [""plain"", ""view""]}, ""includeIcon"": {""type"": ""boolean""}, ""cursor"": {""type"": ""string""}, ""limit"": {""type"": ""number""}}, ""required"": [""cloudId""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
getConfluencePage,Get a page from Confluence,"{""type"": ""object"", ""properties"": {""cloudId"": {""type"": ""string"", ""description"": ""Unique identifier for an Atlassian Cloud instance in the form of a UUID. Can also be a site URL. If not working, use the 'getAccessibleAtlassianResources' tool to find accessible Cloud IDs.""}, ""pageId"": {""type"": ""string""}}, ""required"": [""cloudId"", ""pageId""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
getPagesInConfluenceSpace,Get pages in a Confluence space,"{""type"": ""object"", ""properties"": {""cloudId"": {""type"": ""string"", ""description"": ""Unique identifier for an Atlassian Cloud instance in the form of a UUID. Can also be a site URL. If not working, use the 'getAccessibleAtlassianResources' tool to find accessible Cloud IDs.""}, ""spaceId"": {""type"": ""string""}, ""limit"": {""type"": ""number"", ""description"": ""Maximum number of pages to return (default: 25, max: 250)""}, ""cursor"": {""type"": ""string"", ""description"": ""Opaque cursor for pagination""}, ""status"": {""type"": ""string"", ""enum"": [""current"", ""archived"", ""deleted"", ""trashed""], ""description"": ""Filter pages by status""}, ""title"": {""type"": ""string"", ""description"": ""Filter pages by title""}, ""sort"": {""type"": ""string"", ""enum"": [""id"", ""-id"", ""created-date"", ""-created-date"", ""modified-date"", ""-modified-date"", ""title"", ""-title""], ""description"": ""Sort pages by field(s)""}, ""depth"": {""type"": ""string"", ""enum"": [""all"", ""root""], ""description"": ""Filter pages by depth, default: all""}}, ""required"": [""cloudId"", ""spaceId""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
getConfluencePageAncestors,Get all ancestors of a Confluence page,"{""type"": ""object"", ""properties"": {""cloudId"": {""type"": ""string"", ""description"": ""Unique identifier for an Atlassian Cloud instance in the form of a UUID. Can also be a site URL. If not working, use the 'getAccessibleAtlassianResources' tool to find accessible Cloud IDs.""}, ""pageId"": {""type"": ""string""}, ""limit"": {""type"": ""number""}}, ""required"": [""cloudId"", ""pageId""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
getConfluencePageFooterComments,Get footer comments for a Confluence page,"{""type"": ""object"", ""properties"": {""cloudId"": {""type"": ""string"", ""description"": ""Unique identifier for an Atlassian Cloud instance in the form of a UUID. Can also be a site URL. If not working, use the 'getAccessibleAtlassianResources' tool to find accessible Cloud IDs.""}, ""pageId"": {""type"": ""string""}, ""limit"": {""type"": ""number""}, ""cursor"": {""type"": ""string""}, ""status"": {""type"": ""string"", ""enum"": [""current"", ""archived"", ""trashed"", ""deleted"", ""historical"", ""draft""], ""default"": ""current""}, ""sort"": {""type"": ""string"", ""enum"": [""id"", ""-id"", ""created-date"", ""-created-date""]}}, ""required"": [""cloudId"", ""pageId""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
getConfluencePageInlineComments,Get inline comments for a Confluence page,"{""type"": ""object"", ""properties"": {""cloudId"": {""type"": ""string"", ""description"": ""Unique identifier for an Atlassian Cloud instance in the form of a UUID. Can also be a site URL. If not working, use the 'getAccessibleAtlassianResources' tool to find accessible Cloud IDs.""}, ""pageId"": {""type"": ""string""}, ""limit"": {""type"": ""number""}, ""cursor"": {""type"": ""string""}, ""status"": {""type"": ""string"", ""enum"": [""current"", ""archived"", ""trashed"", ""deleted"", ""historical"", ""draft""], ""default"": ""current""}, ""resolutionStatus"": {""type"": ""string"", ""enum"": [""resolved"", ""open"", ""dangling"", ""reopened""], ""default"": ""open""}, ""sort"": {""type"": ""string"", ""enum"": [""id"", ""-id"", ""created-date"", ""-created-date""]}}, ""required"": [""cloudId"", ""pageId""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
getConfluencePageDescendants,Get descendants of a Confluence page,"{""type"": ""object"", ""properties"": {""cloudId"": {""type"": ""string"", ""description"": ""Unique identifier for an Atlassian Cloud instance in the form of a UUID. Can also be a site URL. If not working, use the 'getAccessibleAtlassianResources' tool to find accessible Cloud IDs.""}, ""pageId"": {""type"": ""string""}, ""limit"": {""type"": ""number""}, ""depth"": {""type"": ""number""}, ""cursor"": {""type"": ""string""}}, ""required"": [""cloudId"", ""pageId""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
createConfluencePage,Create a new page in Confluence,"{""type"": ""object"", ""properties"": {""cloudId"": {""type"": ""string"", ""description"": ""Unique identifier for an Atlassian Cloud instance in the form of a UUID. Can also be a site URL. If not working, use the 'getAccessibleAtlassianResources' tool to find accessible Cloud IDs.""}, ""spaceId"": {""type"": ""string""}, ""title"": {""type"": ""string""}, ""parentId"": {""type"": ""string""}, ""body"": {""type"": ""string"", ""description"": ""The content of the page. You **MUST** use markdown format.""}, ""isPrivate"": {""type"": ""boolean"", ""description"": ""The page will be private. Only the user who creates this page will have permission to view and edit one.""}}, ""required"": [""cloudId"", ""spaceId"", ""body""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
